,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Year,Month,Day,spray_info,SprayDate,SprayDistance,SprayLatitude,SprayLongitude,Weather_Info,HeatMonthAvg,CoolMonthAvg,PrecipMonthAvg
8717,2013-07-12,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,2,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8718,2013-07-12,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,50,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8719,2013-07-12,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,28,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8720,2013-07-12,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,37,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8721,2013-07-12,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999999,9,33,1,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8722,2013-07-12,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999999,9,45,1,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8723,2013-07-12,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,28,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8724,2013-07-12,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,46,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8725,2013-07-12,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,50,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8726,2013-07-12,"3000 West 18th Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,8,3,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8727,2013-07-12,"3000 West 18th Street, Chicago, IL 60608, USA",CULEX RESTUANS,30, W 18TH ST,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,8,1,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8728,2013-07-12,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,34,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8729,2013-07-12,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,50,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8730,2013-07-12,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX RESTUANS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,28,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8731,2013-07-12,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,49,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8732,2013-07-12,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,30,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8733,2013-07-12,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX RESTUANS,61, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,5,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8734,2013-07-12,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",CULEX PIPIENS/RESTUANS,12, W GREENLEAF AVE,T018,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214000000001,8,2,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8735,2013-07-12,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,12, W GREENLEAF AVE,T018,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214000000001,8,1,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8736,2013-07-12,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.899229999999996,-87.716788,9,40,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8737,2013-07-12,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.899229999999996,-87.716788,9,1,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8738,2013-07-12,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960615999999995,-87.777189,9,5,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8739,2013-07-12,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,60, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960615999999995,-87.777189,9,2,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8740,2013-07-12,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8,7,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8741,2013-07-12,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,"1700  N PULASKI RD, Chicago, IL",41.911823999999996,-87.726737,9,4,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8742,2013-07-12,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,36,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8743,2013-07-12,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX RESTUANS,22, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,36,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8744,2013-07-12,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188000000001,8,23,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8745,2013-07-12,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX RESTUANS,35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188000000001,8,36,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8746,2013-07-12,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX RESTUANS,35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188000000001,8,47,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8747,2013-07-12,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9,26,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8748,2013-07-12,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX RESTUANS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9,37,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8749,2013-07-12,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,30,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8750,2013-07-12,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX RESTUANS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,24,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8751,2013-07-12,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8,3,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8752,2013-07-12,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX RESTUANS,22, W 69TH ST,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8,10,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8753,2013-07-12,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,25,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8754,2013-07-12,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX RESTUANS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,9,1,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8755,2013-07-12,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,50,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8756,2013-07-12,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,46,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8757,2013-07-12,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,26,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8758,2013-07-12,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,64, S STONY ISLAND AVE,T077,"6400  S STONY ISLAND AVE, Chicago, IL",41.778748,-87.586427,8,1,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8759,2013-07-12,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,19,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8760,2013-07-12,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX RESTUANS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,6,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8761,2013-07-12,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,6,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8762,2013-07-12,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX RESTUANS,77, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,9,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8763,2013-07-12,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,40,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8764,2013-07-12,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,8,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8765,2013-07-12,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,5,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8766,2013-07-12,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX RESTUANS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,9,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8767,2013-07-12,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,17,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8768,2013-07-12,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,30,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8769,2013-07-12,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,36,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8770,2013-07-12,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX RESTUANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,3,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8771,2013-07-12,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,1,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8772,2013-07-12,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,12,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8773,2013-07-12,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,27,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8774,2013-07-12,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,29,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8775,2013-07-12,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8776,2013-07-12,"South Doty Avenue, Chicago, IL, USA",CULEX RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,14,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8777,2013-07-12,"South Doty Avenue, Chicago, IL, USA",CULEX RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8778,2013-07-12,"South Doty Avenue, Chicago, IL, USA",CULEX RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8779,2013-07-12,"South Doty Avenue, Chicago, IL, USA",CULEX RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,43,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8780,2013-07-12,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,12,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8781,2013-07-12,"South Stony Island Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,32,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8782,2013-07-12,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX RESTUANS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,32,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8783,2013-07-12,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX RESTUANS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,23,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8784,2013-07-12,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,37,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8785,2013-07-12,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,50,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8786,2013-07-12,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,37,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8787,2013-07-12,"3700 118th Street, Chicago, IL 60617, USA",CULEX RESTUANS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,50,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8788,2013-07-12,"3700 118th Street, Chicago, IL 60617, USA",CULEX RESTUANS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,50,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8789,2013-07-12,"3700 118th Street, Chicago, IL 60617, USA",CULEX RESTUANS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,36,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8790,2013-07-12,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,27,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8791,2013-07-12,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX TERRITANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,1,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8792,2013-07-12,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,3,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8793,2013-07-12,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX RESTUANS,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,5,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8794,2013-07-12,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,46,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8795,2013-07-12,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,50,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8796,2013-07-12,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,37,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8797,2013-07-12,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,7,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8798,2013-07-12,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,9,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8799,2013-07-12,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000001,8,24,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8800,2013-07-12,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX RESTUANS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000001,8,3,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8801,2013-07-12,"9100 West Higgins Road, Rosemont, IL 60018, USA",CULEX PIPIENS/RESTUANS,91, W HIGGINS RD,T009,"9100  W HIGGINS RD, Chicago, IL",41.992478000000006,-87.862995,8,44,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8802,2013-07-12,"9100 West Higgins Road, Rosemont, IL 60018, USA",CULEX RESTUANS,91, W HIGGINS RD,T009,"9100  W HIGGINS RD, Chicago, IL",41.992478000000006,-87.862995,8,26,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8803,2013-07-12,"9100 West Higgins Road, Rosemont, IL 60018, USA",CULEX RESTUANS,91, W HIGGINS RD,T009,"9100  W HIGGINS RD, Chicago, IL",41.992478000000006,-87.862995,8,50,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8804,2013-07-12,"9100 West Higgins Road, Rosemont, IL 60018, USA",CULEX RESTUANS,91, W HIGGINS RD,T009,"9100  W HIGGINS RD, Chicago, IL",41.992478000000006,-87.862995,8,45,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8805,2013-07-12,"9100 West Higgins Road, Rosemont, IL 60018, USA",CULEX RESTUANS,91, W HIGGINS RD,T009,"9100  W HIGGINS RD, Chicago, IL",41.992478000000006,-87.862995,8,50,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8806,2013-07-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,48,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8807,2013-07-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,20,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8808,2013-07-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,7,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8809,2013-07-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,18,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
8810,2013-07-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,14,0,2013,7,12,none,,0.0,0.0,0.0,0|10|0.0714,0,10,0.0714
